Company_Name,Revenue,Net Profit,EPS,BVPS,ROE,Debt to Equity,Symbol,URL
Suvidhaa Infoserve Limited,27,0,-0.04,6.19,-0.58,0,SUVIDHAA,https://www.moneycontrol.com/india/stockpricequote/finance-others/suvidhaainfoserve/SI84
Suzlon Energy Limited,5970,2887,2.64,0.9,259.2,1.73,SUZLON,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/suzlonenergy/SE17
Shree Vasu Logistics Limited,100,2,1.79,24.64,7.24,1.48,SVLL,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/shreevasulogistics/SVL01
Swan Energy Limited,1438,-61,-2.52,141.52,-2.67,2.09,SWANENERGY,https://www.moneycontrol.com/india/stockpricequote/trading/swanenergy/SM09
Swaraj Engines Limited,1421,133,110.02,281.75,39.04,0,SWARAJENG,https://www.moneycontrol.com/india/stockpricequote/engines/swarajengines/SE
Sterling and Wilson Renewable Energy Limited,2015,-1174,-61.65,-12.67,0,-8.95,SWSOLAR,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/sterlingwilsonrenewableenergy/SWS
Symphony Limited,1187,115,16.64,125.93,13.21,0.22,SYMPHONY,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-white-goods/symphony/SCS04
Syngene International Limited,3192,464,11.59,90.13,12.83,0.16,SYNGENE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/syngeneinternational/SI10
Syrma SGS Technology Limited,1135,55,3.39,82.31,3.78,0.17,SYRMA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/syrmasgstechnology/SST06
Tainwala Chemical and Plastic (I) Limited,12,3,3.5,105.43,3.32,0,TAINWALCHM,https://www.moneycontrol.com/india/stockpricequote/plastics/tainwalachemicalsplasticsindia/TCP
Taj GVK Hotels & Resorts Limited,383,79,14.83,73.57,20.22,0.21,TAJGVK,https://www.moneycontrol.com/india/stockpricequote/hotels/tajgvkhotelsresorts/TGV
Take Solutions Limited,189,-46,-6.86,7.43,-92.32,0.31,TAKE,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/takesolutions/TS09
Talbros Automotive Components Limited,647,43,45.02,297.69,15.12,0.24,TALBROAUTO,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/talbrosautomotivecomponents/TAC
Tarapur Transformers Limited,3,-22,-11.76,-7.41,0,0,TARAPUR,https://www.moneycontrol.com/india/stockpricequote/power-transmissionequipment/tarapurtransformers/TT04
TARC Limited,368,20,0.69,45.82,1.5,1.02,TARC,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/tarc/ARG
Tarmat Limited,143,7,3.57,61.29,5.67,0.05,TARMAT,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/tarmat/RT06
Tarsons Products Limited,283,80,15.17,107,14.17,0.19,TARSONS,https://www.moneycontrol.com/india/stockpricequote/plastic-products-others/tarsonsproducts/TP01
Tasty Bite Eatables Limited,475,30,117.73,948.92,12.4,0.31,TASTYBITE,https://www.moneycontrol.com/india/stockpricequote/food-processing/tastybiteeatables/TBE
Tata Chemicals Limited,16789,2452,90.95,809.49,11.74,0.31,TATACHEM,https://www.moneycontrol.com/india/stockpricequote/chemicals/tatachemicals/TC
Tata Coffee Limited,2850,321,14.07,125.89,14.65,0.56,TATACOFFEE,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/tatacoffee/TC14
Tata Communications Limited,17838,1766,63.02,54.34,118.29,4.96,TATACOMM,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/tatacommunications/TC17
TATA CONSUMER PRODUCTS LIMITED,13783,1346,13.02,184.12,7.4,0.07,TATACONSUM,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/tataconsumerproducts/TT
Tata Elxsi Limited,3144,755,121.26,334.92,36.2,0,TATAELXSI,https://www.moneycontrol.com/india/stockpricequote/computers-software/tataelxsi/TE
Tata Investment Corporation Limited,277,216,49.78,3868.67,1.28,0.01,TATAINVEST,https://www.moneycontrol.com/india/stockpricequote/finance-investments/tatainvestmentcorporation/TIC
Tata Metaliks Limited,3259,80,25.51,500.19,5.09,0,TATAMETALI,https://www.moneycontrol.com/india/stockpricequote/steel-pig-iron/tatametaliks/TM
Tata Motors Limited,345966,2353,6.29,137.33,5.32,2.77,TATAMOTORS,https://www.moneycontrol.com/india/stockpricequote/auto-lcvshcvs/tatamotors/TM03
Tata Steel Limited,243352,7657,7.17,86.12,8.49,0.76,TATASTEEL,https://www.moneycontrol.com/india/stockpricequote/ironsteel/tatasteel/TIS
Tatva Chintan Pharma Chem Limited,403,40,18.26,227.74,8.01,0.34,TATVA,https://www.moneycontrol.com/india/stockpricequote/speciality-chemicals/tatvachintanpharmachem/TCP03
Tribhovandas Bhimji Zaveri Limited,2393,40,6.02,83.98,7.17,0.87,TBZ,https://www.moneycontrol.com/india/stockpricequote/diamond-cuttingjewelleryprecious-metals/tribhovandasbhimjizaveri/TBZ
Transport Corporation of India Limited,3782,276,40.96,223.28,18.64,0.04,TCI,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/transportcorporationindia/TCI04
TCI Express Limited,1241,139,36.24,155.71,23.35,0,TCIEXP,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/tciexpress/TCI08
TCNS Clothing Co. Limited,1201,-17,2.75,99.1,-2.86,0.06,TCNSBRANDS,https://www.moneycontrol.com/india/stockpricequote/textiles-general/tcnsclothingco/TCC
TCPL Packaging Limited,1474,110,121.36,487.41,25.14,1.11,TCPLPACK,https://www.moneycontrol.com/india/stockpricequote/printingstationery/tcplpackaging/TCP01
Tata Consultancy Services Limited,225458,42303,115.19,249.2,46.61,0,TCS,https://www.moneycontrol.com/india/stockpricequote/computers-software/tataconsultancyservices/TCS
TD Power Systems Limited,872,96,6.23,38.74,16.01,0,TDPOWERSYS,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/tdpowersystems/TPS01
Teamlease Services Limited,7870,111,65.12,479.9,13.78,0.02,TEAMLEASE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/teamleaseservices/TS13
Techindia Nirman Limited,0,0,-0.22,8.48,-2.88,5.95,TECHIN,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/techindianirman/NS07
Tech Mahindra Limited,53290,4886,54.76,322.65,17.3,0.06,TECHM,https://www.moneycontrol.com/india/stockpricequote/computers-software/techmahindra/TM4
Techno Electric & Engineering Company Limited,829,96,17.1,179.36,9.68,0,TECHNOE,https://www.moneycontrol.com/india/stockpricequote/engineeringconstruction/technoelectricengineeringcompanyltd/TECHN54214
TECIL Chemicals and Hydro Power Limited,0,-1,-0.74,-9.18,0,-0.74,TECILCHEM,https://www.moneycontrol.com/india/stockpricequote/chemicals/tecilchemicalshyd/TCH
Tega Industries Limited,715,113,17.17,155.38,11.03,0.15,TEGA,https://www.moneycontrol.com/india/stockpricequote/engineering-industrial-equipments/tegaindustries/TI26
Tejas Networks Limited,919,-36,-2.46,173.21,-1.22,0,TEJASNET,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/tejasnetworks/TN
Tembo Global Industries Limited,249,5,5.22,35.95,14.52,1.03,TEMBO,https://www.moneycontrol.com/india/stockpricequote/engineering-industrial-equipments/temboglobalindustries/SE25
Tera Software Limited,130,3,2.77,86.21,3.21,0.22,TERASOFT,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/terasoftware/TS14
Texmaco Infrastructure & Holdings Limited,16,3,0.24,49.98,0.48,0.04,TEXINFRA,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/texmacoinfrastructureholdings/T02
Texmo Pipes and Products Limited,638,-71,-24.58,41.76,-58.86,0.15,TEXMOPIPES,https://www.moneycontrol.com/india/stockpricequote/plastics/texmopipesproducts/TPP
Texmaco Rail & Engineering Limited,2243,11,0.81,42.04,1.92,0.72,TEXRAIL,https://moneycontrol.com/india/stockpricequote/infrastructure-general/texmacorailengineering/TRE
Tourism FiNaNce Corporation of India Limited,231,87,9.73,112.55,8.64,0.98,TFCILTD,https://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/tourismfinancecorpindia/TFC
Transwarranty FiNaNce Limited,10,-9,-3.27,6.91,-30.8,1.38,TFL,https://www.moneycontrol.com/india/stockpricequote/finance-general/transwarrantyfinance/TF10
TGB Banquets And Hotels Limited,38,1,0.47,26.49,1.75,0.12,TGBHOTELS,https://www.moneycontrol.com/india/stockpricequote/hotels/tgbbanquetshotels/BBaH
Thangamayil Jewellery Limited,3152,79,58.13,283.38,20.5,1.41,THANGAMAYL,https://www.moneycontrol.com/india/stockpricequote/diamondjewellery/thangamayiljewellery/TJ
Themis Medicare Limited,354,43,61.83,368.85,16.76,0.27,THEMISMED,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/themismedicare/TM04
Thermax Limited,8089,450,39.98,343.71,11.64,0.21,THERMAX,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/thermax/T
Thomas Scott (India) Limited,62,2,5.22,22.56,20.07,0.32,THOMASCOTT,https://www.moneycontrol.com/india/stockpricequote/textiles-syntheticsilk/thomasscottindia/TSI01
Tilaknagar Industries Limited,1164,149,8.79,26.06,31.04,0.52,TI,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/tilaknagarindustries/TI09
Tide Water Oil Company (India) Limited,1853,107,67.37,449.18,14.99,0.01,TIDEWATER,https://www.moneycontrol.com/india/stockpricequote/lubricants/tidewateroil/TWO
Technocraft Industries (India) Limited,1984,274,110.98,628.17,18.86,0.46,TIIL,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/technocraftindustriesindia/TII01
Tube Investments of India Limited,1984,274,110.98,628.17,18.86,0.46,TIINDIA,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/technocraftindustriesindia/TII01
Tijaria Polypipes Limited,13,-9,-3.3,-8.44,0,-3.16,TIJARIA,https://www.moneycontrol.com/india/stockpricequote/plastics/tijariapolypipes/TP
TIL Limited,43,-91,-90.75,-291.49,0,-1.37,TIL,https://www.moneycontrol.com/india/stockpricequote/engineering/til/TIL
Times Guaranty Limited,1,0,1.05,48.49,2.14,0,TIMESGTY,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/timesguaranty/TG
Time Technoplast Limited,4289,223,9.69,102.81,9.66,0.36,TIMETECHNO,https://www.moneycontrol.com/india/stockpricequote/plastic-products/timetechnoplast/TT03
Timken India Limited,2806,390,51.95,270.83,19.18,0.01,TIMKEN,https://www.moneycontrol.com/india/stockpricequote/bearings/timkenindia/TI23
The Tinplate Company of India Limited,3958,142,13.65,120.52,11.3,0,TINPLATE,https://www.moneycontrol.com/india/stockpricequote/ironsteel/thetinplatecoindia/TCI02
Tips Films Limited,61,24,56.29,212.66,26.47,0.19,TIPSFILMS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/tipsfilms/TF14
TIPS Industries Limited,186,76,59.58,106.04,56.19,0,TIPSINDLTD,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tipsindustries/TI25
Thirumalai Chemicals Limited,2132,89,8.77,116.4,7.53,0.37,TIRUMALCHM,https://www.moneycontrol.com/india/stockpricequote/chemicals/thirumalaichemicals/TC07
TITAGARH RAIL SYSTEMS LIMITED,2779,147,10.89,80.58,13.51,0.26,TITAGARH,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/titagarhrailsystems/TW04
Titan Company Limited,40575,3273,36.61,133.75,27.42,0.63,TITAN,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/titancompany/TI01
Tamilnad Mercantile Bank Limited,4081,1029,68.06,437.53,14.85,,TMB,https://www.moneycontrol.com/india/stockpricequote/bank-private/tamilnadmercantilebank/TMB
Tamilnadu PetroProducts Limited,2150,94,10.47,91.75,11.41,0.08,TNPETRO,https://www.moneycontrol.com/india/stockpricequote/detergents/tamilnadupetroproducts/TP13
Tamilnadu Telecommunication Limited,0,-11,-2.59,-32.61,0,-0.21,TNTELE,https://www.moneycontrol.com/india/stockpricequote/cables-telephone/tamilnadutelecommunications/TT01
Tokyo Plast International Limited,75,0,-0.13,61.97,-0.21,0.19,TOKYOPLAST,https://www.moneycontrol.com/india/stockpricequote/plastics/tokyoplastinternational/TPI01
Torrent Pharmaceuticals Limited,9620,1245,36.79,183.13,20.09,0.85,TORNTPHARM,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/torrentpharmaceuticals/TP06
Torrent Power Limited,25694,2164,44.06,239,19.23,0.95,TORNTPOWER,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/torrentpower/TP14
Total Transport Systems Limited,590,5,3.47,48.14,6.77,0.21,TOTAL,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/totaltransportsystems/TTS01
Touchwood Entertainment Limited,36,2,2.49,25.69,9.67,0.01,TOUCHWOOD,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/touchwoodentertainmentltd/TEL
TPL Plastech Limited,270,16,2.06,14.79,13.89,0.33,TPLPLASTEH,https://www.moneycontrol.com/india/stockpricequote/plastics/tplplastech/TPL02
Tracxn Technologies Limited,78,33,3.3,5.95,55.43,0,TRACXN,https://www.moneycontrol.com/india/stockpricequote/software/tracxntechnologies/TT19
Tree House Education & Accessories Limited,10,-44,-10.56,51.62,-20.45,0,TREEHOUSE,https://www.moneycontrol.com/india/stockpricequote/computers-software-training/treehouseeducationaccessories/THE01
TREJHARA SOLUTIONS LIMITED,68,-299,-253.15,152.04,-166.49,0.1,TREJHARA,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/trejharasolutionslimited/TREJH7605
Transindia Real Estate Limited,81,36,3048314,38.35,4.97,0.11,TREL,https://www.moneycontrol.com/india/stockpricequote/real-estate-operations/transindiarealestate/TRE02
Trent Limited,8242,310,12.51,74.91,17.13,0.19,TRENT,https://www.moneycontrol.com/india/stockpricequote/retail/trent/T04
TRF Limited,177,88,80.49,19.98,402.91,3.81,TRF,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/trf/TRF
Trident Limited,6332,441,0.88,8.23,10.51,0.33,TRIDENT,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/trident/AI01
Trigyn Technologies Limited,1272,34,11.26,221.21,5.09,0,TRIGYN,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/trigyntechnologies/TT08
Transformers And Rectifiers (India) Limited,1380,42,3.07,30.23,10.35,0.84,TRIL,https://www.moneycontrol.com/india/stockpricequote/power-transmissionequipment/transformersrectifiersindia/TRI
Triveni Turbine Limited,1247,192,5.97,23.95,25.32,0,TRITURBINE,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/triveniturbine/TT14
Triveni Engineering & Industries Limited,5616,1775,74.58,121.76,67.22,0.34,TRIVENI,https://www.moneycontrol.com/india/stockpricequote/sugar/triveniengineeringindustries/TE10
TruCap FiNaNce Limited,123,0,0.06,18.59,0.29,2.05,TRU,https://www.moneycontrol.com/india/stockpricequote/finance-stock-broking/trucapfinance/DF10
TTK Healthcare Limited,725,44,452.72,671.59,67.41,0.03,TTKHLTCARE,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ttkhealthcare/TTK
TTK Prestige Limited,2777,254,18.34,139.94,13.12,0.02,TTKPRESTIG,https://www.moneycontrol.com/india/stockpricequote/domestic-appliances/ttkprestige/TTK02
T T Limited,203,-12,-5.89,18.22,-32.35,3.81,TTL,https://www.moneycontrol.com/india/stockpricequote/textiles-hosieryknitwear/tt/TT06
Tata Teleservices (Maharashtra) Limited,1106,-1144,-5.86,-127.82,0,-0.72,TTML,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/tatateleservicesmaharashtra/TTM01
TV18 Broadcast Limited,5912,82,0.68,36.14,2.48,0.88,TV18BRDCST,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tv18broadcast/IBN
TVS Electronics Limited,353,9,5.11,54.58,9.35,0.09,TVSELECT,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/tvselectronics/TVS02
TVS Srichakra Limited,2984,77,101.85,1349.48,7.54,0.64,TVSSRICHAK,https://www.moneycontrol.com/india/stockpricequote/tyres/tvssrichakra/TVS03
TV Today Network Limited,878,88,14.79,138.86,10.65,0,TVTODAY,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tvtodaynetwork/TVT
TV Vision Limited,71,-19,-5.43,-25.76,0,0,TVVISION,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tvvision/TVV
United Breweries Limited,7499,304,11.5,150.13,7.66,0,UBL,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedbreweries/UB02
UCAL LIMITED,822,0,0.39,177.87,0.21,0.51,UCAL,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/ucal/UFS
UCO Bank,17650,1862,1.53,19.07,8,,UCOBANK,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/ucobank/UCO
UFLEX Limited,14662,488,66.57,1039.38,6.41,0.73,UFLEX,https://www.moneycontrol.com/india/stockpricequote/packaging/uflex/U01
The Ugar Sugar Works Limited,1794,103,9.16,19.63,46.66,1.57,UGARSUGAR,https://www.moneycontrol.com/india/stockpricequote/sugar/ugarsugarworks/USW
Ugro Capital Limited,656,39,5.69,141.95,4.04,3.2,UGROCAP,https://www.moneycontrol.com/india/stockpricequote/finance-general/ugrocapital/CS08
Ujjivan FiNaNcial Services Limited,4421,1140,73.2,348.64,27.63,9.39,UJJIVAN,https://www.moneycontrol.com/india/stockpricequote/finance-general/ujjivanfinancialservices/UFS01
Ujjivan Small FiNaNce Bank Limited,4164,1100,5.82,20.51,27.43,,UJJIVANSFB,https://www.moneycontrol.com/india/stockpricequote/bank-private/ujjivansmallfinancebank/USF
UltraTech Cement Limited,63239,5069,175.63,1883.69,9.32,0.18,ULTRACEMCO,https://www.moneycontrol.com/india/stockpricequote/cement-major/ultratechcement/UTC01
Uma Exports Limited,1431,26,7.9,49.41,15.98,0.65,UMAEXPORTS,https://www.moneycontrol.com/india/stockpricequote/trading/umaexports/UE01
Umang Dairies Limited,292,-3,-1.48,19.94,-7.43,1.24,UMANGDAIRY,https://www.moneycontrol.com/india/stockpricequote/food-processing/umangdairies/UD01
Usha Martin Education & Solutions Limited,0,0,0.02,5.35,0.44,0.18,UMESLTD,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/ushamartineducationsolutions/UMI02
Unichem Laboratories Limited,1343,-163,-28.72,345.89,-8.3,0.12,UNICHEMLAB,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unichemlaboratories/UL02
United Drilling Tools Limited,119,10,5.03,121.68,4.15,0.02,UNIDT,https://www.moneycontrol.com/india/stockpricequote/engineering-industrial-equipments/uniteddrillingtools/UDT
Uniphos Enterprises Limited,1,39,5.64,410.17,1.37,0,UNIENTER,https://www.moneycontrol.com/india/stockpricequote/trading/uniphosenterprises/UE
Uniinfo Telecom Services Limited,35,0,0.57,30.38,1.87,0.2,UNIINFO,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/uniinfotelecomservicesltd/UTS
Union Bank of India,81163,8430,12.45,106.17,11.72,,UNIONBANK,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/unionbankindia/UBI01
Unitech Limited,405,-3103,-10.65,-4.36,0,-8.38,UNITECH,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/unitech/U
United Polyfab Gujarat Limited,652,5,2.56,30.4,8.6,1.79,UNITEDPOLY,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/unitedpolyfabgujarat/UPG
The United Nilgiri Tea Estates Company Limited,83,12,24.25,374.48,6.47,0,UNITEDTEA,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/unitednilgiriteaestatescompany/UNT
Univastu India Limited,86,6,5.84,39.89,14.66,0.74,UNIVASTU,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/univastuindia/UI21
